,betweenness,pagerank,clustering,closeness,raw_degree,is_high_risk,risk_score
NOTCH3,0.00014634207295962463,0.00012380640781219112,0.19047619047619047,0.1564910712283107,7,0,0.0
DLL4,1.2986506079814724e-06,0.00010414642090498436,0.6666666666666666,0.1500849108516067,6,0,0.0
NOTCH4,0.0004363987657007429,0.00012241839266562105,0.19047619047619047,0.17123620960877797,7,0,0.02
NOTCH2,0.00015494717486883911,0.00013344546117472235,0.35714285714285715,0.16081256770227081,8,0,0.08
DLD,0.003262982536764706,0.0003930052853593863,0.1619047619047619,0.11496730566588842,15,0,0.42
BCKDHA,0.00014303768382352942,0.0001272287750856649,0.5,0.1008891146213063,4,0,0.02
MRPS36,0.0,3.955002189167363e-05,0.0,0.10088048808096316,1,0,0.0
PDHB,0.0001907169117647059,0.00017144344620674608,0.6,0.10089601691590813,6,0,0.05
DLST,1.1488970588235294e-07,0.00011824131672388977,0.6666666666666666,0.10088566382813266,4,0,0.05
DLAT,9.535845588235295e-05,0.00016885466914185463,0.6,0.1008942912537183,6,0,0.03
DBT,4.7679227941176475e-05,9.585543186453707e-05,0.6666666666666666,0.1008873891952114,3,0,0.0
OGDH,0.0,9.031248869402633e-05,1.0,0.10088393852006705,3,0,0.0
GLDC,0.001282415763858755,0.00010506051848135014,0.5,0.1250389465645513,4,0,0.01
AMT,0.00221451676705393,0.00011824980393946318,0.4,0.12736608128988688,5,0,0.03
DHTKD1,0.0,6.471513213382033e-05,1.0,0.10088221327101156,2,0,0.0
PDHX,0.0,0.00013486304222036876,0.9,0.10089256565055672,5,0,0.0
GCSH,0.0,8.201158704564498e-05,1.0,0.11492922812153991,3,0,0.0
PDHA1,0.0,0.00011070019675470951,1.0,0.10089084010642041,4,0,0.0
PDHA2,0.0,0.00011070019675470951,1.0,0.10089084010642041,4,0,0.0
OGDHL,0.0,9.031248869402633e-05,1.0,0.10088393852006705,3,0,0.0
APOH,0.0,3.2698156342762444e-05,0.0,0.15987986614148578,1,0,0.0
ANXA2,0.002483780703348767,0.0003258447328471256,0.0718954248366013,0.19840869840651154,18,0,0.07
HAUS4,0.0,0.00011174181300119242,1.0,0.10972596668692386,7,0,0.0
HAUS7,0.0,0.00011174181300119242,1.0,0.10972596668692386,7,0,0.0
HAUS1,0.0,0.00011174181300119242,1.0,0.10972596668692386,7,0,0.0
HAUS3,0.0,0.00011174181300119242,1.0,0.10972596668692386,7,0,0.0
HAUS8,0.0,0.00011174181300119242,1.0,0.10972596668692386,7,0,0.0
HAUS5,0.0,0.00011174181300119242,1.0,0.10972596668692386,7,0,0.0
HAUS6,0.0006675091911764706,0.00012276467701916827,0.75,0.1265817097831127,8,0,0.01
HAUS2,0.0,0.00011174181300119242,1.0,0.10972596668692386,7,0,0.0
OSGEP,0.0,0.00011486331265793706,1.0,0.0004595060310166571,4,0,0.0
GON7,0.0,0.00011486331265793706,1.0,0.0004595060310166571,4,0,0.0
TP53RK,0.0,0.00011486331265793706,1.0,0.0004595060310166571,4,0,0.0
LAGE3,0.0,0.00011486331265793706,1.0,0.0004595060310166571,4,0,0.0
TPRKB,0.0,0.00011486331265793706,1.0,0.0004595060310166571,4,0,0.0
TGM1,0.0,9.367082172871192e-05,0.0,0.00015316867700555236,1,0,0.0
IVL,0.0,0.00015724829451638727,0.0,0.00022975301550832856,2,0,0.0
UNC13D,0.0,5.013275534281159e-05,0.0,0.1056332244788683,1,0,0.0
RAB27A,0.0004551712706979544,0.0003021126793579291,0.10714285714285714,0.12118092483612164,8,0,0.0
ADH1A,0.0,0.00011486331265793706,1.0,0.00022975301550832856,2,0,0.0
ADH1C,0.0,0.00011486331265793706,1.0,0.00022975301550832856,2,0,0.0
ADH1B,0.0,0.00011486331265793706,1.0,0.00022975301550832856,2,0,0.0
CDC6,0.000770242969205699,0.0001489885986807522,0.5816993464052288,0.16239745137019687,18,0,0.04
ORC4,7.547047619550963e-05,0.00010864324692611596,0.7948717948717948,0.14937045605607072,13,0,0.0
MCM10,0.00020318892886570528,0.00011696026736704973,0.5454545454545454,0.14975343777981318,11,0,0.0
ORC2,8.136627480882682e-05,0.00012996464014370185,0.7166666666666667,0.149764843510178,16,0,0.0
CCNA2,0.0017192912748935402,0.00019086062745295518,0.2736842105263158,0.19151637624252973,20,0,0.0
MCM6,1.1619994687989055e-05,0.0001570395470163299,0.5894736842105263,0.15050996124463953,20,0,0.0
MCM2,0.0037545037819326577,0.00031253901697254725,0.37343358395989973,0.17448275373487535,57,1,0.97
MCM4,7.567520365701134e-05,0.00018787453563903086,0.5019762845849802,0.15052148250931083,23,0,0.02
ORC5,7.561857219553478e-05,0.00010862553851231846,0.8076923076923077,0.14937045605607072,13,0,0.0
CDK2,0.0033191546475531335,0.00038674241405660815,0.18494623655913978,0.1829571510412307,31,1,0.94
ORC3,4.874022774935627e-06,9.690152691735908e-05,0.8545454545454545,0.143185208889109,11,0,0.0
MCM7,0.0007396866882541848,0.00019810675561761696,0.45666666666666667,0.16014897301540387,25,0,0.02
ORC1,7.444567017040776e-05,0.00010860594169614689,0.8076923076923077,0.14929862879688197,13,0,0.0
MCM8,2.0502297895197556e-07,7.717831881087698e-05,0.9444444444444444,0.148080614027723,9,0,0.0
CDC45,0.000269298761655066,0.00017691263486309115,0.5,0.15444254427223794,21,0,0.01
MCM5,2.675608454262327e-05,0.0001722842477109651,0.5194805194805194,0.1511075442768104,22,0,0.02
MCM3,6.933027965819856e-05,0.0001890531928105353,0.463768115942029,0.15138674830041832,24,0,0.0
ORC6,4.414418127561102e-06,8.295020056889566e-05,0.9166666666666666,0.1430602017951352,9,0,0.0
CDT1,0.0008592033193767059,0.00016105077087966692,0.477124183006536,0.16334627626467302,18,0,0.05
AAAS,3.0637254901960784e-08,0.0001247910424432249,0.9411764705882353,0.15747697333215166,17,0,0.0
NUP205,2.3547445253936528e-06,0.00016973909256705062,0.822463768115942,0.1588723013391075,24,0,0.04
NUP133,5.971019016795721e-07,0.00013776485982125287,0.9005847953216374,0.15884235610486297,19,0,0.07
NDC1,3.0637254901960784e-08,0.00011876410657241733,0.975,0.15747276957428794,16,0,0.02
NUP155,0.0009661402437046382,0.00018119183820069723,0.7566666666666667,0.16720769333963723,25,0,0.29
NUP107,2.3547445253936528e-06,0.00016973909256705062,0.822463768115942,0.1588723013391075,24,0,0.04
NUP98,0.0013056316623338959,0.0002123588599305955,0.5195402298850574,0.17162479404813225,30,1,0.89
NUP214,0.0017970134389989829,0.0002430101967084165,0.5049261083743842,0.16132711866275778,29,1,0.75
RANBP2,0.016402464933501795,0.0003529689675143931,0.3167220376522702,0.19069914724970585,43,1,0.95
NUP210,9.541336640354672e-05,0.0001446288763599173,0.8235294117647058,0.15748117731446118,18,0,0.15
NUP93,0.0002231891736844647,0.00018510872951380157,0.7566666666666667,0.16037973522435975,25,0,0.16
SEH1L,0.0017879464452486037,0.00022832514311060058,0.5701149425287356,0.15916808108095626,30,1,0.51
NUP35,1.5354832190229033e-07,0.00015026813020728918,0.861904761904762,0.15750220059332518,21,0,0.06
NUP85,0.0012630133239031286,0.00018926847217751042,0.7046153846153846,0.16280530499040682,26,1,0.92
NUP54,9.665026792046963e-05,0.00015734776543336573,0.8315789473684211,0.15884663330431648,20,0,0.13
NUP43,1.7373022404316125e-05,0.00017928633366531623,0.7633333333333333,0.15912085401835302,25,0,0.03
NUP188,1.1908141013758446e-07,0.0001376556890228097,0.9005847953216374,0.15748958595248955,19,0,0.03
NUP88,5.966880311723165e-05,0.000179039865825855,0.7246376811594203,0.1593013264838217,24,0,0.06
CBX5,9.219339562801242e-05,0.00012238892932474584,0.5428571428571428,0.17043967007663463,21,0,0.0
SUV39H1,0.00013867643520096512,0.00014050326672383645,0.25,0.1801248067487756,16,0,0.02
H3-4,0.0010018138762802559,0.0004011896776429891,0.1072829131652661,0.19414472341689654,85,1,0.88
TRIM28,0.0011556765626517687,0.00046914664793686956,0.013071895424836602,0.16663618036276945,18,0,0.4
H3C14,0.0024728602078015137,0.0005137384251003154,0.29027204101979776,0.20874336238578914,119,1,1.0
SETDB1,0.0003336943212491763,0.00017616760428663022,0.4985754985754986,0.18004234460620788,27,1,0.79
H3-3B,0.0024022417770965497,0.00046414413482200035,0.17647058823529413,0.199874209562323,103,1,0.99
H3-5,0.0010521547319748406,0.00035461308321459574,0.11004784688995216,0.19638748988023175,77,1,0.91
H3C10,0.0023212774951587435,0.0004886590648366123,0.29886663561558763,0.20891339097717185,114,1,1.0
H3C7,0.0023212774951587435,0.0004886590648366123,0.29886663561558763,0.20891339097717185,114,1,1.0
H3C8,0.0023212774951587435,0.0004886590648366123,0.29886663561558763,0.20891339097717185,114,1,1.0
H3C6,0.0023212774951587435,0.0004886590648366123,0.29886663561558763,0.20891339097717185,114,1,1.0
H3C13,0.008270433612353422,0.0006916678928051438,0.20164476336370232,0.2115050525625614,158,1,0.98
H3C12,0.005204821052201346,0.0005874051210129494,0.24462179042331714,0.21071179529298475,132,1,0.99
H3C11,0.0023212774951587435,0.0004886590648366123,0.29886663561558763,0.20891339097717185,114,1,1.0
H3-2,0.002337846932604054,0.0003979642206428541,0.28399311531841653,0.20781679070747555,84,1,0.99
H3C2,0.0023212774951587435,0.0004886590648366123,0.29886663561558763,0.20891339097717185,114,1,1.0
H3C1,0.0023212774951587435,0.0004886590648366123,0.29886663561558763,0.20891339097717185,114,1,1.0
H3C4,0.0023212774951587435,0.0004886590648366123,0.29886663561558763,0.20891339097717185,114,1,1.0
H3-3A,0.0011023360045671385,0.0003613056309537193,0.1674992653540993,0.19737310696675592,83,1,0.97
H3C3,0.0023212774951587435,0.0004886590648366123,0.29886663561558763,0.20891339097717185,114,1,1.0
H3C15,0.0024715585503683967,0.0005099287269786696,0.2834999275677242,0.20873597611628752,118,1,1.0
KLHL20,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
CUL3,0.002317909574813214,0.0003179251012020395,0.4682860998650472,0.17535410424845876,39,1,0.96
KLHL42,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
KBTBD7,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
ZSWIM8,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
SPOPL,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
SPOP,0.0014657353036109147,0.00021782511015762393,0.6989247311827957,0.18082048249823446,31,1,0.96
TNFAIP1,3.0144379610056995e-06,0.00016701659954906448,0.9344729344729344,0.1729379795673654,27,1,0.99
KCTD17,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
KEAP1,0.0059972469786781,0.00034061947734493134,0.42435897435897435,0.19808224777617947,40,1,0.95
KLHL7,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
KLHL21,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
KLHL22,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
KBTBD8,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
KLHL41,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
KLHL13,1.873316104293491e-05,0.00017727483254502454,0.873015873015873,0.17294304957556145,28,1,1.0
KLHL25,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
KLHL12,0.006419192188498216,0.00025579632649923057,0.5419630156472262,0.17927087525139493,38,1,0.97
KCTD13,3.0144379610056995e-06,0.00016701659954906448,0.9344729344729344,0.1729379795673654,27,1,0.99
ENC1,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
LZTR1,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
KBTBD6,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
GAN,9.535845588235295e-05,0.00017748014924194447,0.9259259259259259,0.1729379795673654,27,1,1.0
KLHL9,1.8695694720849038e-05,0.00017727483254502454,0.873015873015873,0.17294304957556145,28,1,1.0
KLHL3,9.535845588235295e-05,0.00017748014924194447,0.9259259259259259,0.1729379795673654,27,1,1.0
KLHL8,0.0,0.00015853292321478838,1.0,0.17293290985642593,26,1,1.0
RAB26,0.0,2.952675115724342e-05,0.0,0.14239716660686028,1,0,0.0
NANS,0.0,0.00011486331265793706,0.0,0.00011487650775416428,1,0,0.0
NPL,0.0,0.00011486331265793706,0.0,0.00011487650775416428,1,0,0.0
TPSD1,0.0,7.872923456991284e-05,1.0,0.13488561350487951,2,0,0.0
TPSB2,0.0,7.872923456991284e-05,1.0,0.13488561350487951,2,0,0.0
TPSAB1,0.00019063863020157964,9.763735021098463e-05,0.3333333333333333,0.1613094728198633,3,0,0.0
MAPK13,9.42116393849123e-06,6.96713247331035e-05,0.3333333333333333,0.14383808204970255,3,0,0.0
DLG1,0.0030857225199163022,0.00030953775070409126,0.10294117647058823,0.17215068202709316,17,0,0.04
MAPKAPK2,5.377532535622322e-06,0.00013682838738284013,0.4,0.13422880269915358,6,0,0.06
MAP2K6,0.00028333613520999335,0.00014809046982516632,0.2857142857142857,0.14766915542761594,7,0,0.0
PXN,0.002592839021174305,0.0003923752383746323,0.1632183908045977,0.1952952201887837,30,1,0.98
PFN1,9.926838792655131e-05,0.00014425966733399228,0.5555555555555556,0.17598184484419918,10,0,0.22
BCAR1,0.0005421575071616162,0.00021648764052616622,0.2833333333333333,0.19329862445187762,16,0,0.03
FLNC,0.0002574780721468114,0.00016347433281444068,0.38181818181818183,0.1702920649237147,11,0,0.02
SORBS3,0.0,3.923450878765392e-05,1.0,0.1627514048728798,2,0,0.0
SYNM,9.535845588235295e-05,6.719589388868746e-05,0.0,0.1617384756127108,2,0,0.0
VASP,0.000785731079792327,0.0002737765735711364,0.22058823529411764,0.17794598718054963,17,0,0.02
TLN2,0.0007652261433169535,0.000254043249776436,0.3368421052631579,0.19014593285915424,20,0,0.06
SORBS1,0.0006952613073493904,0.00010095237327340945,0.09523809523809523,0.17870065799346888,7,0,0.0
RAVER1,0.0,2.8115597160257052e-05,0.0,0.16172960715620016,1,0,0.0
FLNB,0.00021329509205240675,0.00014846273043945784,0.45454545454545453,0.17626579678556192,11,0,0.01
ACTN4,0.0008559079774089176,0.00019212882496153473,0.3238095238095238,0.1792381933951872,15,0,0.07
PFN3,0.0,8.282847472914742e-05,1.0,0.1727354227115575,6,0,0.01
TLN1,0.001620669125036067,0.0003136078082851509,0.2391304347826087,0.1907361426869633,24,0,0.05
CDH5,0.0004103131343238669,0.00017459568504423628,0.2878787878787879,0.18783911546003507,12,0,0.03
ACTN1,0.0010398298817464759,0.00019916685471716304,0.3,0.179603818572763,16,0,0.06
ILK,0.00019381458210430445,0.00017089360241156177,0.3333333333333333,0.173176591739737,13,0,0.01
LIMS1,8.61035701050122e-05,0.00013561115938781854,0.4444444444444444,0.1652729504671056,10,0,0.02
SRC,0.03231313159503426,0.0007467762821932937,0.08294930875576037,0.22869111924878469,63,1,1.0
CTNNA2,0.0001505832439311641,0.00013373361242377394,0.7090909090909091,0.18615568244571937,11,0,0.13
WASL,0.0009838368938973935,0.000384633052926698,0.1748768472906404,0.1808592887458197,29,1,0.75
CDH1,0.0033737041214313875,0.0003159201172495345,0.14285714285714285,0.1992060048297167,22,0,0.22
ZYX,5.246581682380124e-05,0.00011332205166575388,0.5277777777777778,0.1742971612061575,9,0,0.0
PFN4,0.0,8.282847472914742e-05,1.0,0.1727354227115575,6,0,0.01
PPARGC1A,0.0008541938699249428,0.0002123584169694685,0.08333333333333333,0.1815606605220646,16,0,0.0
CCAR2,9.535845588235295e-05,6.835082155847603e-05,0.0,0.1549374224148343,2,0,0.0
FOSB,6.836215603017594e-05,0.00010999482270404015,0.4722222222222222,0.1742508247481066,9,0,0.0
SIRT2,0.00012081170913787711,9.481587263313461e-05,0.4666666666666667,0.16486186968370692,6,0,0.0
FOXO1,0.000407465868497811,0.0001639934667562925,0.2857142857142857,0.19110688807251527,14,0,0.01
BAHD1,0.0,6.323312711526499e-05,1.0,0.15987120033123933,4,0,0.0
CDC14A,9.535845588235295e-05,7.508874188552754e-05,0.3333333333333333,0.1565616768232278,3,0,0.0
HDAC1,0.009749306325901718,0.0008062864734951034,0.08095238095238096,0.2085588623306488,85,1,1.0
RRP8,0.0,6.323312711526499e-05,1.0,0.15987120033123933,4,0,0.0
TGFBR3,0.0,7.229323817099914e-05,1.0,0.1610188727214325,4,0,0.0
TGFB3,4.722578118512999e-06,0.00010055453691361836,0.7333333333333333,0.16488490988686588,6,0,0.0
TGFBR2,0.0005967217156731313,0.0001635437492155077,0.23636363636363636,0.19102643764846997,11,0,0.0
TGFB2,7.756865376171252e-05,0.000148328660943478,0.3333333333333333,0.17014471520932195,9,0,0.01
SEM1,0.00010907679188716406,6.729823508483247e-05,0.4,0.16553730556242005,10,0,0.0
STXBP1,0.0003513653264096723,0.00012278644287912633,0.14285714285714285,0.14166876611485113,7,0,0.0
EPHA2,0.0009408083181963747,0.00017078648241241034,0.16666666666666666,0.1701987138206117,9,0,0.0
EPHA3,4.161362735194214e-06,7.198526828888145e-05,0.0,0.1314618461217748,3,0,0.0
EPHA10,0.0,5.616196169531887e-05,0.0,0.12069250201572111,2,0,0.0
ATP5F1D,0.00048678302271924035,0.000155140248978609,0.6205533596837944,0.1357766340834212,23,0,0.02
ATP5F1C,0.00048678302271924035,0.000155140248978609,0.6205533596837944,0.1357766340834212,23,0,0.02
ATP5ME,0.0,0.00011259169682408095,0.9833333333333333,0.1349226343950963,16,0,0.0
ATP5MC2,0.0,7.124777603989339e-05,1.0,0.11657814752425597,9,0,0.0
ATP5PB,0.0003002629663893599,0.00015259498878451752,0.7368421052631579,0.13493497920816142,20,0,0.39
ATP5MPL,0.0,0.00011259169682408095,0.9833333333333333,0.1349226343950963,16,0,0.0
ATP5F1B,0.0005891265599224261,0.0001540677336186058,0.5968379446640316,0.1357766340834212,23,0,0.04
ATP5MG,0.0,0.00010650081809722469,1.0,0.1349195485447568,15,0,0.0
ATP5MC1,0.00019222104775635035,0.00011374350047266589,0.8916666666666667,0.1349226343950963,16,0,0.08
H7C0C1_HUMAN,0.0,5.8409093593504463e-05,1.0,0.11657814752425597,7,0,0.0
MT-ATP6,0.00025220674369975764,0.0001386292653014389,0.7368421052631579,0.13575163780974342,20,0,0.05
ATP6V1B1,0.0002430432503853709,0.00015581141945211513,0.5905797101449275,0.11906764534600359,24,0,0.08
ATP5MD,0.0,0.00010650081809722466,1.0,0.1349195485447568,15,0,0.0
ATP5MC3,0.0,7.71099070541665e-05,0.9777777777777777,0.11658505940873141,10,0,0.0
ATP5PD,0.0002049045105070111,0.0001329830543264904,0.8187134502923976,0.1349318927931197,19,0,0.04
ATP5F1E,0.0,0.00011259169682408093,0.9833333333333333,0.1349226343950963,16,0,0.0
ATP5F1A,0.00048678302271924035,0.000155140248978609,0.6205533596837944,0.1357766340834212,23,0,0.02
MT-ATP8,0.0,0.00011259169682408093,0.9833333333333333,0.1349226343950963,16,0,0.0
ATP5PO,0.004499945350066368,0.00013224269541504277,0.7712418300653595,0.16104524763915917,18,0,0.21
ATP6V1A,0.0001435936382743316,0.00016822264618541628,0.6184615384615385,0.12828286225991956,26,1,0.44
ATP6V1B2,0.0005266551639808121,0.00018659545917901503,0.5738916256157636,0.128291231808586,29,1,0.92
ATP6V1D,0.00045077026219010293,0.00018088611531701305,0.5978835978835979,0.12828844183768787,28,1,0.91
ATP5PF,0.00019227849260929154,0.00012590019333379193,0.8758169934640523,0.13492880651926809,18,0,0.04
ATP5MF,0.0,0.00011259169682408093,0.9833333333333333,0.1349226343950963,16,0,0.0
FGF22,2.2557759054906435e-05,9.832061179668369e-05,0.14285714285714285,0.15822459085970553,7,0,0.0
FGFBP1,4.326276180207962e-06,7.683875508408673e-05,0.1,0.15104950635075537,5,0,0.0
TECR,9.160584239649382e-05,0.0001485284169714305,0.8,0.11792278702693455,11,0,0.01
HACD2,9.160584239649382e-05,0.0001485284169714305,0.8,0.11792278702693455,11,0,0.01
ELOVL6,0.000261536195309704,0.00013082118735833958,0.7777777777777778,0.1183700020270969,9,0,0.0
HACD3,9.160584239649382e-05,0.00014852841697143054,0.8,0.11792278702693455,11,0,0.01
SCD,0.0,0.00011052297311055116,1.0,0.11790864506051049,8,0,0.0
HACD1,9.160584239649382e-05,0.0001485284169714305,0.8,0.11792278702693455,11,0,0.01
ELOVL2,0.0,9.830739507983733e-05,1.0,0.10353090473722601,7,0,0.0
FADS1,0.0,9.830739507983733e-05,1.0,0.10353090473722601,7,0,0.0
HACD4,9.178942123897176e-05,0.00014852841697143054,0.8,0.11792278702693455,11,0,0.01
ELOVL4,0.00028607536764705885,0.00011469244071250652,0.7142857142857143,0.10353999053993752,7,0,0.01
SCD5,0.0056868197211757615,0.00012472152853899783,0.7777777777777778,0.13713386384504733,9,0,0.09
TIMM13,0.0001907169117647059,0.00013285764112590232,0.16666666666666666,0.11823240111080294,4,0,0.0
TIMM8B,0.0,4.6177630894726776e-05,0.0,0.1033857484537479,1,0,0.0
TIMM9,0.0,0.0001424933840513509,0.7333333333333333,0.11823714064423957,6,0,0.03
TIMM8A,0.0,4.6177630894726776e-05,0.0,0.1033857484537479,1,0,0.0
CDC34,1.3409429448485316e-06,7.453521153199337e-05,0.8571428571428571,0.18666226057723637,8,0,0.04
SKP1,0.009702110893769782,0.0006933251154682634,0.09022556390977443,0.20362745671461516,57,1,1.0
UBE2R2,0.0,4.8695478362380734e-05,1.0,0.18078723325229545,5,0,0.0
CUL1,0.004946973437053278,0.00046146620210510533,0.14634146341463414,0.19587234522105126,42,1,1.0
GADD45B,4.304932127791944e-05,7.98673378323061e-05,0.3333333333333333,0.14456067392904162,4,0,0.0
MAP3K4,0.000510846140392518,6.291639988158376e-05,0.3333333333333333,0.16354100027785204,3,0,0.0
MAP2K7,5.8849057862664684e-05,9.152063457939033e-05,0.2,0.15192478356440808,5,0,0.0
GADD45G,1.6795838904333022e-05,5.177694870286433e-05,0.6666666666666666,0.13771009690273364,3,0,0.0
GADD45A,0.0023798506919378883,0.00013502600470949628,0.10714285714285714,0.16220543942538498,8,0,0.0
MADCAM1,0.00015613648425473145,8.724300351831103e-05,0.06666666666666667,0.1648756930328517,6,0,0.0
CCR9,3.5726385555873255e-05,8.51200369138377e-05,0.26666666666666666,0.14878650678527042,6,0,0.0
SELL,0.0009293468623205687,0.00020253744540818768,0.16666666666666666,0.17496922500437198,12,0,0.0
ITGB7,0.0002821275715217671,0.00023084181816017456,0.5857142857142857,0.17956554916055037,21,0,0.32
IGKV2D-29,0.0004203869859276067,0.00023407161969335612,0.23809523809523808,0.18298552704951923,15,0,0.03
ACKR2,9.997747539876512e-05,0.00014481602366771804,0.09090909090909091,0.1492835160700071,11,0,0.0
MAPK12,0.0001047593591273341,0.00010295071662374504,0.16666666666666666,0.1438450968305877,4,0,0.0
PTPN3,0.0,3.9467415711237115e-05,0.0,0.12245121787280543,1,0,0.0
SERPIND1,0.0,3.6060795537582835e-05,0.0,0.12946248125844712,1,0,0.0
F2,0.0007475237928771679,0.00028437080210745553,0.0641025641025641,0.15361806778527645,13,0,0.01
YKT6,0.0015977371136097441,0.00016053143948901774,0.24444444444444444,0.14414385879101774,10,0,0.0
VAMP4,5.596816781017227e-06,9.492321055329729e-05,0.7142857142857143,0.129232751791408,7,0,0.0
STX7,3.5352137738739925e-05,0.00010886520193156652,0.6428571428571429,0.13071321562203414,8,0,0.03
ATG14,0.0015190836650818896,0.00013645355648665513,0.34545454545454546,0.16991437931396972,11,0,0.0
OSM,0.0,6.755798430064533e-05,0.6666666666666666,0.1361464012791064,3,0,0.0
LIFR,0.00010206338495959898,0.00012609259179205515,0.3333333333333333,0.13914911121909707,6,0,0.0
OSMR,6.407425871223153e-05,0.00010656149030091895,0.4,0.1485691689171007,5,0,0.0
IL6ST,0.0014144456143553542,0.0002665611886460606,0.19166666666666668,0.16309788551030996,16,0,0.0
SF3A1,5.390607332169472e-05,0.00019962884850872718,0.8088836937463472,0.16815140017736732,59,1,0.93
WBP4,4.337453916606725e-06,0.00017104216629250252,0.9482352941176471,0.16176508681883348,51,1,1.0
SART1,5.958012549433391e-06,0.0001896255795666872,0.8621553884711779,0.16192493813022976,57,1,0.97
SF3B6,1.5154896133909158e-05,0.0001238406828790712,0.7935483870967742,0.163084358648192,31,1,0.73
LSM4,4.202525758694676e-05,0.0001976508120655605,0.8342407743496673,0.16210737623034902,58,1,0.99
MFAP1,0.0001290028823579678,0.0001954140610253422,0.814935064935065,0.1666503028708515,56,1,0.91
SF3A2,0.0005042921882112738,0.0002547622614189145,0.6339544513457557,0.17171471796653667,70,1,0.95
SF3B4,0.00016687462727681576,0.00022325144959382592,0.7256944444444444,0.17291770250688557,64,1,0.99
SNU13,0.0043561861451169945,0.00031965776506810267,0.44988107373428476,0.17468425883986974,109,1,0.98
PHF5A,0.0002550568076805149,0.00021438121833996208,0.7431693989071039,0.1717397135585432,61,1,0.98
TXNL4A,0.001054788565229785,0.0002074178136692176,0.8059614260666277,0.16335079946341763,59,1,0.9
LSM6,4.202525758694676e-05,0.0001976508120655605,0.8342407743496673,0.16210737623034902,58,1,0.99
PRPF38A,0.0018167252935846938,0.00020236818744843156,0.828956228956229,0.16299423687617157,55,1,0.97
LSM3,4.202525758694676e-05,0.0001976508120655605,0.8342407743496673,0.16210737623034902,58,1,0.99
LSM2,4.202525758694676e-05,0.0001976508120655605,0.8342407743496673,0.16210737623034902,58,1,0.99
PRPF6,5.295620124275181e-05,0.00020049375106560575,0.8141437755698422,0.16335079946341763,59,1,0.98
LSM5,8.380987675443878e-05,0.00021206649759001386,0.8059614260666277,0.16212965290703316,59,1,0.97
SF3B5,0.001172935249622009,0.0002596575612129211,0.549847792998478,0.1801138074322912,73,1,0.97
PRPF4,2.315196541379813e-06,0.00018562296275584535,0.8883116883116883,0.16192049355024157,56,1,1.0
PRPF3,2.3198362138074276e-06,0.00018562296275584535,0.8883116883116883,0.16192049355024157,56,1,1.0
RBMX2,4.122721397281191e-05,0.00018832755177198245,0.8760942760942761,0.1673167717339082,55,1,0.99
IK,0.0,0.00016360581756692222,1.0,0.16154359397054524,49,1,0.73
SF3B2,0.0004563637110284527,0.00023895612492696015,0.6770691994572592,0.17700625381889762,67,1,0.99
SF3A3,7.731866734718697e-05,0.00020251847765781177,0.8018702513150204,0.1693485508704829,59,1,1.0
SF3B1,0.0007416188074205473,0.0002863618040100736,0.5760829322473158,0.17638174378897895,74,1,0.95
LSM7,4.7562049736478495e-05,0.0002065836080694959,0.7983050847457627,0.16214747865705728,60,1,0.98
HTATSF1,0.0,8.017426966589048e-05,1.0,0.15363407091758213,20,0,0.0
LSM8,2.315196541379813e-06,0.00018562296275584535,0.8883116883116883,0.16192049355024157,56,1,1.0
SMU1,3.354963043648503e-06,0.0001676074275043741,0.966530612244898,0.16154801788318546,50,1,0.96
PRPF31,0.004194843855659187,0.000299685488296291,0.5103884372177055,0.18643219205557174,82,1,1.0
DDX46,9.535845588235295e-05,9.759526558818867e-05,0.9047619047619048,0.1536380722216481,21,0,0.0
ZMAT2,8.115207731761796e-05,0.00019197467866852668,0.8350649350649351,0.16334175331641704,56,1,0.99
TCERG1,0.0004973009816514905,6.632174649683484e-05,0.6515151515151515,0.1664387162774709,12,0,0.0
USP18,0.0,2.9842599722442134e-05,0.0,0.1454661164654255,1,0,0.0
IFNAR2,0.00036144564017840243,0.00017751014608351258,0.3333333333333333,0.17668286273578532,12,0,0.01
RNPC3,0.00010500242139594632,0.00010431140084860431,0.7543859649122807,0.1619382733343143,19,0,0.02
SNRNP70,0.00017252146343955588,0.00015087932107085873,0.4426877470355731,0.156167930878975,23,0,0.0
ERH,0.0,5.8060414180168294e-05,1.0,0.1591165620386902,11,0,0.0
