drug_name,promiscuity_index,smiles
cabozantinib,14,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F
cisplatin,14,N.N.Cl[Pt]Cl
chlorprothixene,14,CN(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
methapyrilene,14,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2
paracetamol,14,CC(=O)NC1=CC=C(C=C1)O
methylergometrine,13,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
indapamide,13,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
pramipexole,13,CCCN[C@H]1CCC2=C(C1)SC(=N2)N
tannic acid,13,C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O
candesartan cilexetil,13,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6
sulpiride,13,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
cyamemazine,13,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C#N)CN(C)C
cariprazine,13,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl
nefazodone,13,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
romidepsin,13,C/C=C\1/C(=O)N[C@H](C(=O)O[C@H]\2CC(=O)N[C@@H](C(=O)N[C@H](CSSCC/C=C2)C(=O)N1)C(C)C)C(C)C
aspartic acid,13,C([C@@H](C(=O)O)N)C(=O)O
masoprocol,13,C[C@H](CC1=CC(=C(C=C1)O)O)[C@@H](C)CC2=CC(=C(C=C2)O)O
ergometrine,13,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C
retinol,13,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/CO)/C)/C
ethoxzolamide,13,CCOC1=CC2=C(C=C1)N=C(S2)S(=O)(=O)N
tropisetron,13,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CNC4=CC=CC=C43
orlistat,13,CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
ropinirole,13,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1
dinoprostone,13,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O
saquinavir,13,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O
mosapride,13,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N
tacrolimus,13,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC
oleic acid,13,CCCCCCCC/C=C\CCCCCCCC(=O)O
ticlopidine,12,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl
bromperidol,12,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F
lorlatinib,12,C[C@@H]1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C
nitrendipine,12,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
norepinephrine,12,C1=CC(=C(C=C1[C@H](CN)O)O)O
guanabenz,12,C1=CC(=C(C(=C1)Cl)/C=N/N=C(N)N)Cl
chlortalidone,12,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O
adenosine,12,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N
dorzolamide,12,CCN[C@H]1C[C@@H](S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C
dosulepin,12,CN(C)CC/C=C/1\C2=CC=CC=C2CSC3=CC=CC=C31
lofepramine,12,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl
benzbromarone,12,CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)Br)O)Br
sirolimus,12,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC
belinostat,12,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO
lovastatin,12,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C
sulfanilamide,12,C1=CC(=CC=C1N)S(=O)(=O)N
sulfasalazine,12,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O
dichlorphenamide,12,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N
propiomazine,12,CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C
flupentixol,12,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
panobinostat,12,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)/C=C/C(=O)NO
sumatriptan,12,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
isotretinoin,12,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C
chlorphenamine,12,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
citalopram,12,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
topotecan,12,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
phenelzine,12,C1=CC=C(C=C1)CCNN
olaparib,11,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F
enoxolone,11,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)(C)C(=O)O
medroxyprogesterone,11,C[C@H]1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C
diphenidol,11,C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
epinephrine,11,CNC[C@@H](C1=CC(=C(C=C1)O)O)O
femoxetine,11,CN1CC[C@@H]([C@H](C1)COC2=CC=C(C=C2)OC)C3=CC=CC=C3
bexarotene,11,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
mepyramine,11,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
flumazenil,11,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C
tacrine,11,C1CCC2=NC3=CC=CC=C3C(=C2C1)N
propofol,11,CC(C)C1=C(C(=CC=C1)C(C)C)O
tranylcypromine,11,C1C(C1N)C2=CC=CC=C2
amiloride,11,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
amisulpride,11,CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
tirilazad,11,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C3=CC[C@@]2([C@H]1C(=O)CN5CCN(CC5)C6=NC(=NC(=C6)N7CCCC7)N8CCCC8)C)C
zoledronic acid,11,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
piribedil,11,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4
gossypol,11,CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=O)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=O)O)O)C(C)C)O)O
gabexate,11,CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N
clonidine,11,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
primaquine,11,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2
brinzolamide,11,CCN[C@H]1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC
linoleic acid,11,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
diltiazem,11,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
mecamylamine,11,CC1(C2CCC(C2)C1(C)NC)C
ondansetron,11,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C
oxybutynin,11,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
reserpine,11,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=CC(=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
mefenamic acid,11,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
atropine,11,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
trientine,11,C(CNCCNCCN)N
regorafenib,11,CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F
trichlormethiazide,11,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl
dabigatran etexilate,11,CCCCCCOC(=O)NC(=N)C1=CC=C(C=C1)NCC2=NC3=C(N2C)C=CC(=C3)C(=O)N(CCC(=O)OCC)C4=CC=CC=N4
rabeprazole,11,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
coumarin,11,C1=CC=C2C(=C1)C=CC(=O)O2
omeprazole,10,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC
salicylic acid,10,C1=CC=C(C(=C1)C(=O)O)O
meclofenamic acid,10,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl
fasudil,10,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3
midazolam,10,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F
fenofibrate,10,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
mitotane,10,C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
benzocaine,10,CCOC(=O)C1=CC=C(C=C1)N
niraparib,10,C1C[C@H](CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N
dexamfetamine,10,C[C@@H](CC1=CC=CC=C1)N
mafenide,10,C1=CC(=CC=C1CN)S(=O)(=O)N
dexniguldipine,10,CC1=C([C@H](C(=C(N1)C)C(=O)OCCCN2CCC(CC2)(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC
eszopiclone,10,CN1CCN(CC1)C(=O)O[C@H]2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
auranofin,10,CCP(CC)CC.CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+]
trilaciclib,10,CN1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C=C5C(=O)NCC6(N5C4=N3)CCCCC6
rucaparib,10,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2
aripiprazole lauroxil,10,CCCCCCCCCCCC(=O)OCN1C(=O)CCC2=C1C=C(C=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl
epinastine,10,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N
lenvatinib,10,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl
prednisolone,10,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O
kainic acid,10,CC(=C)[C@H]1CN[C@@H]([C@H]1CC(=O)O)C(=O)O
telaprevir,10,CCC[C@@H](C(=O)C(=O)NC1CC1)NC(=O)[C@@H]2[C@H]3CCC[C@H]3CN2C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C4CCCCC4)NC(=O)C5=NC=CN=C5
bupivacaine,10,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
gabapentin,10,C1CCC(CC1)(CC(=O)O)CN
methaqualone,10,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C
talipexole,10,C=CCN1CCC2=C(CC1)SC(=N2)N
alitretinoin,10,CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C
palbociclib,10,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
alprostadil,10,CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)O
lamotrigine,10,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
tivozanib,10,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl
pralsetinib,10,CC1=CC(=NN1)NC2=NC(=NC(=C2)C)C3CCC(CC3)(C(=O)N[C@@H](C)C4=CN=C(C=C4)N5C=C(C=N5)F)OC
terazosin,10,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
dronabinol,10,CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O
dronedarone,10,CCCCC1=C(C2=C(O1)C=CC(=C2)NS(=O)(=O)C)C(=O)C3=CC=C(C=C3)OCCCN(CCCC)CCCC
zolpidem,9,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C
thioguanine,9,C1=NC2=C(N1)C(=S)N=C(N2)N
ropivacaine,9,CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C
donepezil,9,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
disopyramide,9,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C
vardenafil,9,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
menadione,9,CC1=CC(=O)C2=CC=CC=C2C1=O
ditiocarb,9,CCN(CC)C(=S)S
ibuprofen,9,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
choline theophyllinate,9,CN1C(=C2C(=NC=N2)N(C1=O)C)[O-].C[N+](C)(C)CCO
thiram,9,CN(C)C(=S)SSC(=S)N(C)C
tetracaine,9,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C
pindolol,9,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O
methamphetamine,9,C[C@@H](CC1=CC=CC=C1)NC
etoposide,9,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
nisoldipine,9,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
azelastine,9,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl
lumateperone,9,CN1CCN2[C@H]3CCN(C[C@H]3C4=C2C1=CC=C4)CCCC(=O)C5=CC=C(C=C5)F
estrone,9,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O
dexrabeprazole,9,CC1=C(C=CN=C1C[S@@](=O)C2=NC3=CC=CC=C3N2)OCCCOC
carbamazepine,9,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
carfilzomib,9,CC(C)C[C@@H](C(=O)[C@]1(CO1)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC3=CC=CC=C3)NC(=O)CN4CCOCC4
estradiol benzoate,9,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5
theophylline,9,CN1C2=C(C(=O)N(C1=O)C)NC=N2
phenylpropanolamine,9,C[C@@H]([C@@H](C1=CC=CC=C1)O)N
hydroquinone,9,C1=CC(=CC=C1O)O
atomoxetine,9,CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2
vilazodone,9,C1CN(CCN1CCCCC2=CNC3=C2C=C(C=C3)C#N)C4=CC5=C(C=C4)OC(=C5)C(=O)N
colchicine,9,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC
niflumic acid,9,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F
nicotinamide,9,C1=CC(=CN=C1)C(=O)N
nicardipine,9,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC
boceprevir,9,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C
sulindac,9,CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O
labetalol,9,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
bupropion,9,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
pemetrexed,9,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O
prednisolone tebutate,9,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=C[C@]34C)O
glibenclamide,9,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
lidocaine,9,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C
dabrafenib,9,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F
camostat,9,CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N
bufylline,9,CC(C)(CO)N.CN1C2=C(C(=O)N(C1=O)C)NC=N2
losartan,9,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
felodipine,9,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
bepridil,9,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3
loratadine,9,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1
tamsulosin,9,CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
zopiclone,8,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl
zileuton,8,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
laropiprant,8,CS(=O)(=O)C1=CC(=CC2=C1N(C3=C2CC[C@@H]3CC(=O)O)CC4=CC=C(C=C4)Cl)F
ifenprodil,8,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3
vecuronium,8,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N4CCCCC4)C)CC[C@]5([C@H]3C[C@@H]([C@@H]5OC(=O)C)[N+]6(CCCCC6)C)C
norfloxacin,8,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
ximelagatran,8,CCOC(=O)CN[C@H](C1CCCCC1)C(=O)N2CC[C@H]2C(=O)NCC3=CC=C(C=C3)/C(=N/O)/N
dinoprost,8,CCCCC[C@@H](/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)O)O)O
sibutramine,8,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C
rizatriptan,8,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
melatonin,8,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC
alcuronium,8,C=CC[N@@+]12[C@@H]3[C@]4(C5=CC=CC=C5N/6[C@H]4/C(=C\N7[C@H]8/C(=C6)/[C@@H]9/C(=C\CO)/C[N@+]4([C@H]([C@]8(C5=CC=CC=C75)CC4)C9)CC=C)/[C@@H](C3)/C(=C\CO)/C1)CC2
rutoside,8,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O
clorotepine,8,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)Cl
fulvestrant,8,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
lacidipine,8,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C
amsacrine,8,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42
levobupivacaine,8,CCCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C
darifenacin,8,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5
lansoprazole,8,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
docetaxel,8,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O
isoflurane,8,C(C(F)(F)F)(OC(F)F)Cl
itraconazole,8,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@H]5CO[C@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
linolenic acid,8,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
filgotinib,8,C1CC1C(=O)NC2=NN3C(=N2)C=CC=C3C4=CC=C(C=C4)CN5CCS(=O)(=O)CC5
cycloserine,8,C1[C@H](C(=O)NO1)N
flibanserin,8,C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F
dapiprazole,8,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4
chlordiazepoxide,8,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O
nomifensine,8,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3
reboxetine,8,CCOC1=CC=CC=C1O[C@@H]([C@H]2CNCCO2)C3=CC=CC=C3
guanfacine,8,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
strychnine,8,C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75
pexidartinib,8,C1=CC(=NC=C1CC2=CNC3=C2C=C(C=N3)Cl)NCC4=CN=C(C=C4)C(F)(F)F
chlorhexidine,8,C1=CC(=CC=C1N/C(=N/C(=NCCCCCCN=C(/N=C(/NC2=CC=C(C=C2)Cl)\N)N)N)/N)Cl
dexamethasone,8,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
ethyl hydroxybenzoate,8,CCOC(=O)C1=CC=C(C=C1)O
riluzole,8,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
pioglitazone,8,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
rifampicin,8,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)/C
diiodohydroxyquinoline,8,C1=CC2=C(C(=C(C=C2I)I)O)N=C1
phenytoin,8,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3
iloprost,8,CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)O
probenecid,8,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
migalastat,8,C1[C@@H]([C@H]([C@H]([C@H](N1)CO)O)O)O
gilteritinib,8,CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5
spironolactone,8,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@@]2([C@@H]3[C@@H]1[C@@H]4CC[C@]5([C@]4(CC3)C)CCC(=O)O5)C
caffeine,8,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
